,user,numeros,comentarios,data
1907,1vanessamartins,412,412,2023-03-24T20:23:59.000Z
1908,emstoffels,405,405,2023-03-24T20:26:19.000Z
1909,le.tasselli,489,489,2023-03-24T20:27:16.000Z
1910,brunoo.cbc,130,130,2023-03-24T20:27:34.000Z
1911,fabriciocarvalhodoc,670,670,2023-03-24T20:28:07.000Z
1912,rafaelcostanicacio,408,408,2023-03-24T20:29:34.000Z
1913,judocajosegarcia,324,324,2023-03-24T20:31:18.000Z
1914,walison.saf,602,602,2023-03-24T20:33:08.000Z
1915,ig.rafaelleal,600,600,2023-03-24T20:35:08.000Z
1916,cibelecb,540,540!!!,2023-03-24T20:35:11.000Z
1917,lucasfavetti,478,Tem 478,2023-03-24T20:39:51.000Z
1918,giovani_santoz,307,307,2023-03-24T20:40:20.000Z
1919,tiagosschenkel,594,594,2023-03-24T20:41:05.000Z
1920,ayamzxx,673,673,2023-03-24T20:42:09.000Z
1921,luulyra,148,148,2023-03-24T20:42:35.000Z
1922,giovannirs,329,329,2023-03-24T20:44:51.000Z
1923,priscilla.rs1,435,435,2023-03-24T20:48:01.000Z
1924,beserraeverton,740,740,2023-03-24T20:49:16.000Z
1925,fotograforicardoyamada,392,392😂,2023-03-24T20:53:40.000Z
1926,felipe_figueiredo,275,275,2023-03-24T20:55:02.000Z
1927,auguz_mc,672,672,2023-03-24T20:55:49.000Z
1928,patricia_mondego,564,564,2023-03-24T20:57:59.000Z
1929,the_beni_,100,Eu chuto 100,2023-03-24T21:03:35.000Z
1930,jamiljatene,745,745,2023-03-24T21:04:41.000Z
1931,vani.donato,400,400 m&m,2023-03-24T21:05:27.000Z
1932,theig.eth,398,398,2023-03-24T21:05:50.000Z
1933,rramon.sg,238,238,2023-03-24T21:06:49.000Z
1934,lara.dib.lm,280,280,2023-03-24T21:08:53.000Z
1935,fredferretti,392,392 unidades,2023-03-24T21:17:25.000Z
1936,alexgf82,540,540,2023-03-24T21:20:19.000Z
1937,jordanromanoski,287,287,2023-03-24T21:20:27.000Z
1938,vitorofficial0,1000,1000,2023-03-24T21:22:14.000Z
1939,danielcamiloou11,864,Vou chutar 864 confetes,2023-03-24T21:23:19.000Z
1940,03_samuelll,237,237,2023-03-24T21:24:42.000Z
1941,ouaisputain,528,528,2023-03-24T21:25:40.000Z
1942,sinergialary,391,391,2023-03-24T21:31:24.000Z
1943,jcmartyns_,239,239,2023-03-24T21:31:32.000Z
1944,nessacristinac,340,340,2023-03-24T21:34:29.000Z
1945,vitorlsmiranda,324,Tem 324,2023-03-24T21:35:46.000Z
1946,agathaleite,227,227,2023-03-24T21:41:06.000Z
1947,luisgustavo_as,810,810,2023-03-24T21:42:14.000Z
1948,luluhirano,478,478,2023-03-24T21:45:12.000Z
1949,isaknorek,521,521,2023-03-24T21:46:33.000Z
1950,neto_0_0_,552,552,2023-03-24T21:47:14.000Z
1951,romariosilva5984,200,Tem 200.,2023-03-24T21:47:32.000Z
1952,neilsongomesjg,596,596,2023-03-24T21:49:34.000Z
1953,lucascubero11,200,200,2023-03-24T21:49:56.000Z
1954,soninha209,458,458 confetes,2023-03-24T21:51:52.000Z
1955,fredtmassih,630,630,2023-03-24T21:51:55.000Z
1956,evertonluizrincon,327,327,2023-03-24T21:52:18.000Z
1957,gabssouza05,350,350. Dale 🙌,2023-03-24T21:52:22.000Z
1958,leoemevolucao,486,486,2023-03-24T21:55:12.000Z
1959,lucadequeiroz,564,564,2023-03-24T21:56:13.000Z
1960,renanconstantino,264,264,2023-03-24T21:56:25.000Z
1961,jeielluccio,764,764,2023-03-24T21:58:51.000Z
1962,pietrodigasp,469,469,2023-03-24T22:01:18.000Z
1963,victorbrambati,300,300,2023-03-24T22:06:15.000Z
1964,beabento,256,256,2023-03-24T22:10:17.000Z
1965,ro_cantanhedereal,504,"Rapaz, 504",2023-03-24T22:12:42.000Z
1966,lucasoares14,373,373,2023-03-24T22:19:13.000Z
1967,henriquepaixaodasilva,319,Seguindo essa lógica tem 319,2023-03-24T22:25:46.000Z
1968,hebertsluiz,380,380,2023-03-24T22:27:38.000Z
1969,michel.valenca,511,511,2023-03-24T22:30:06.000Z
1970,marceloiadocicco,378,378,2023-03-24T22:31:28.000Z
1971,avilanegociosimobiliarios,521,521,2023-03-24T22:37:09.000Z
1972,carlospiaa,289,289,2023-03-24T22:39:37.000Z
1973,rennansarment,331,331,2023-03-24T22:40:43.000Z
1974,josue.oliveira.0,478,478,2023-03-24T22:41:06.000Z
1975,man_nobrega,440,440,2023-03-24T22:43:05.000Z
1976,valdecirleon,723,723,2023-03-24T22:43:33.000Z
1977,andarilho.anfitriao,285,285,2023-03-24T22:45:26.000Z
1978,arthur.v.vieira,367,367,2023-03-24T22:51:12.000Z
1979,gustavo_barreto_de_oliveira,560,560,2023-03-24T22:51:55.000Z
1980,man_nobrega,628,628,2023-03-24T22:55:03.000Z
1981,man_nobrega,629,629,2023-03-24T22:55:08.000Z
1982,vitor_matt33,371,371,2023-03-24T22:55:14.000Z
1983,flaxback,1000,1000,2023-03-24T23:00:14.000Z
1984,edencastro10,648,648 tranquilo,2023-03-24T23:04:06.000Z
1985,bernnardop,468,468,2023-03-24T23:07:36.000Z
1986,guimeldeborah,705,705.,2023-03-24T23:11:17.000Z
1987,gu_boni,420,420,2023-03-24T23:14:14.000Z
1988,vander.josee._,239,239,2023-03-24T23:16:15.000Z
1989,_empadelicas_,800,800 M&M's. Exatos! 💪 🧠 🇧🇷 São Luís Maranhão manda para cá meu jovem. Kkkk,2023-03-24T23:18:13.000Z
1990,souza_gustavo.ap,435,435,2023-03-24T23:18:52.000Z
1991,laurinha_20000000,228,228,2023-03-24T23:20:48.000Z
1992,eduardo_correiaa,396,396,2023-03-24T23:23:20.000Z
1993,baratelarafael,639,639,2023-03-24T23:24:40.000Z
1994,ymas_silva,548,548,2023-03-24T23:33:32.000Z
1995,sandro.delg,1243,1243,2023-03-24T23:35:35.000Z
1996,mariobertt,540,540 confetes,2023-03-24T23:37:51.000Z
1997,paixao.siqueira,396,396,2023-03-24T23:38:31.000Z
1998,iamfelipegui,452,452,2023-03-24T23:39:40.000Z
1999,beleza_soturna,1002,1002,2023-03-24T23:40:27.000Z
2000,eacks,542,542,2023-03-24T23:44:58.000Z
2001,luangg_12,369,369,2023-03-24T23:45:13.000Z
2002,alexandresouza2021,373,373,2023-03-24T23:46:30.000Z
2003,pachekovisk_,640,640,2023-03-24T23:48:16.000Z
2004,danielprofirio_98,281,281,2023-03-24T23:48:29.000Z
2005,luisviegas_r,378,378,2023-03-24T23:52:40.000Z
2006,rochaaguilherme,620,620,2023-03-24T02:10:31.000Z
2007,emersonoshiro30,540,"540, o mesmo número que o boi do exemplo pesava 😂",2023-03-24T02:11:18.000Z
2008,_ygomes,337,337,2023-03-24T02:11:19.000Z
2009,mpyamashita,473,473,2023-03-24T02:11:22.000Z
2010,gabyloncardoso,386,386,2023-03-24T02:11:23.000Z
2011,iurydias_92,447,447,2023-03-24T02:11:57.000Z
2012,vanessa.kataguiri,315,315,2023-03-24T02:12:33.000Z
2013,tottersmusic,535,535,2023-03-24T02:12:33.000Z
2014,rafaelpagliuso,588,588,2023-03-24T02:12:39.000Z
2015,jfelixaraujo,610,610,2023-03-24T02:12:52.000Z
2016,carlosalberto.adm,361,361,2023-03-24T02:13:19.000Z
2017,luis_isaque_fer,431,431,2023-03-24T02:13:28.000Z
2018,_cardosoleo,452,452,2023-03-24T02:13:44.000Z
2019,eurafamacedo,452,452,2023-03-24T02:13:44.000Z
2020,roger_pavao,230,230,2023-03-24T02:13:53.000Z
2021,cadusaliba,234,234,2023-03-24T02:13:57.000Z
2022,entaodonamonique,573,573,2023-03-24T02:14:01.000Z
2023,viktorbrandao_,516,516,2023-03-24T02:14:10.000Z
2024,eliseucbrito,376,376,2023-03-24T02:14:31.000Z
2025,fernando_doka,378,378,2023-03-24T02:14:43.000Z
2026,cesar.almeida2000,387,387,2023-03-24T02:15:05.000Z
2027,mairaliviaferrari,398,398,2023-03-24T02:15:27.000Z
2028,movillani,432,432,2023-03-24T02:15:28.000Z
2029,arthurcamilo007,127,127,2023-03-24T02:15:37.000Z
2030,paulohieriojr,414,414,2023-03-24T02:15:40.000Z
2031,m_rhangell12,292,292,2023-03-24T02:15:50.000Z
2032,ewertondejesus,501,501,2023-03-24T02:15:56.000Z
2033,luana.ayress,398,398,2023-03-24T02:17:06.000Z
2034,andersonreborn,831,831,2023-03-24T02:17:10.000Z
2035,fabiomartinezg,389,389,2023-03-24T02:17:31.000Z
2036,nunesbatista,600,600,2023-03-24T02:18:12.000Z
2037,fabio_lima91,473,473,2023-03-24T02:18:47.000Z
2038,rafaelkaster,491,491,2023-03-24T02:19:08.000Z
2039,jonas.ribeiro10,226,226,2023-03-24T02:19:34.000Z
2040,rosianipaula,218,218,2023-03-24T02:19:42.000Z
2041,bryan.bora,352,352,2023-03-24T02:19:57.000Z
2042,fabiorag84,700,700,2023-03-24T02:20:48.000Z
2043,bryan.bora,352,"352, mas acho que não fui o primeiro hahaha mas pelo aprendizado em python já valeu",2023-03-24T02:21:42.000Z
2044,ramon_ccosta,480,480,2023-03-24T02:22:04.000Z
2045,pedroleme1,437,437,2023-03-24T02:22:04.000Z
2046,vitor_wind,372,372,2023-03-24T02:22:06.000Z
2047,c.r.i.s.reismartins,399,399,2023-03-24T02:22:13.000Z
2048,getulio.carvalho.1232,325,325,2023-03-24T02:22:27.000Z
2049,_nando.lara,638,638,2023-03-24T02:22:43.000Z
2050,lucasnvieiraa,288,288,2023-03-24T02:23:20.000Z
2051,karinecarvalhoeg,310,310,2023-03-24T02:23:40.000Z
2052,mariaisaborgo,365,365,2023-03-24T02:24:33.000Z
2053,rubenfcs,322,322,2023-03-24T02:24:33.000Z
2054,g.bernardino,147,147,2023-03-24T02:24:51.000Z
2055,kallel_suzigan,553,553,2023-03-24T02:25:47.000Z
2056,danieltiskoski,504,504,2023-03-24T02:26:47.000Z
2057,luisglabarreto,313,313,2023-03-24T02:26:48.000Z
2058,janiovictor,527,527,2023-03-24T02:27:11.000Z
2059,cruzedeilson,400,400,2023-03-24T02:27:30.000Z
2060,csilvadavi,234,234,2023-03-24T02:27:46.000Z
2061,flaviohfg,420,420,2023-03-24T02:27:55.000Z
2062,meitorragasson,497,497,2023-03-24T02:28:21.000Z
2063,dsouza_moveis_planejados,650,650,2023-03-24T02:29:02.000Z
2064,thiago_sabino01,342,342,2023-03-24T02:29:20.000Z
2065,g_m_ricardo,300,300,2023-03-24T02:29:41.000Z
2066,lucasafonso97,340,340,2023-03-24T02:29:45.000Z
2067,cmishima,457,457,2023-03-24T02:30:13.000Z
2068,viver_simplesassim,828,828,2023-03-24T02:30:33.000Z
2069,laura_miranda93,499,499,2023-03-24T02:31:00.000Z
2070,drguilhermemaia_,465,465,2023-03-24T02:31:00.000Z
2071,viver_simplesassim,555,555,2023-03-24T02:31:04.000Z
2072,mike.hechnite,888,888,2023-03-24T02:31:13.000Z
2073,sirokif,830,830,2023-03-24T02:31:23.000Z
2074,zedogao,1236,1236,2023-03-24T02:31:34.000Z
2075,fabiopontesdesouza,395,395,2023-03-24T02:32:04.000Z
2076,geovanefilgueira,698,698,2023-03-24T02:32:22.000Z
2077,omatheusbraga,367,367,2023-03-24T02:32:31.000Z
2078,giovannasato.designer,380,380,2023-03-24T02:32:53.000Z
2079,sbalestra,362,362,2023-03-24T02:33:31.000Z
2080,ianbarreto,412,"De acordo com meus cálculos, 412.",2023-03-24T02:33:39.000Z
2081,ggabrielfer,238,238,2023-03-24T02:33:53.000Z
2082,addmm2,333,333,2023-03-24T02:34:29.000Z
2083,leandroflores,356,356,2023-03-24T02:34:47.000Z
2084,carlos.camargo__,234,234,2023-03-24T02:36:05.000Z
2085,victor.s.a,148,148,2023-03-24T02:36:07.000Z
2086,renanferreira94,341,341,2023-03-24T02:36:24.000Z
2087,diego_4menezes,180,180,2023-03-24T02:36:50.000Z
2088,cassio.ferrera,778,Meu chute 778!,2023-03-24T02:36:56.000Z
2089,danilogomezk7,540,540 confete !,2023-03-24T02:37:50.000Z
2090,lerokrieger,412,412,2023-03-24T02:37:53.000Z
2091,moisak_reis,302,302,2023-03-24T02:38:20.000Z
2092,matheusteps,344,344,2023-03-24T02:38:21.000Z
2093,lucasteixeira56,556,556,2023-03-24T02:39:03.000Z
2094,_leandrollps,376,376,2023-03-24T02:39:40.000Z
2095,gleidsonsoares,1200,1200,2023-03-24T02:39:45.000Z
2096,daquiciano,277,277...,2023-03-24T02:39:47.000Z
2097,andersonnline,650,650,2023-03-24T02:40:03.000Z
2098,davidalvarezburgos,333,333,2023-03-24T02:40:31.000Z
2099,vanderlan_sw,301,301 MM,2023-03-24T02:40:34.000Z
2100,costaraphl,321,321,2023-03-24T02:41:46.000Z
2101,andressa.emediato,233,233,2023-03-24T02:42:10.000Z
2102,adenisfilho,341,341,2023-03-24T02:42:41.000Z
2103,papneto,462,462 confetes,2023-03-24T02:42:51.000Z
2104,anderluz_,760,760,2023-03-24T02:42:55.000Z
2105,luc_oliveirah,298,298,2023-03-24T02:43:19.000Z
2106,pabloraphael.s,235,235,2023-03-24T02:43:34.000Z
2107,thalliscarvalho,645,645 👍🏼👍🏼,2023-03-24T02:43:44.000Z
2108,cleittonmacedo12,432,432,2023-03-24T02:43:49.000Z
2109,ronaa_lourenco,1000,1000,2023-03-24T02:44:58.000Z
2110,fabigobira,923,923,2023-03-24T02:45:46.000Z
2111,bilborun,433,433 🙌,2023-03-24T02:45:47.000Z
2112,jota7crf,1890,1890,2023-03-24T02:46:08.000Z
2113,cauicc,604,604,2023-03-24T02:46:10.000Z
2114,gabrienask,539,539,2023-03-24T02:46:36.000Z
2115,marlon_santista,50,Vou traçar uma Fibonacci e cravar na retração de 50 😂😂😂😂,2023-03-24T02:47:16.000Z
2116,rafaelopinho,562,562,2023-03-24T02:47:17.000Z
2117,fehrodrigues94,274,274,2023-03-24T02:47:24.000Z
2118,bispomachadooficial,572,572,2023-03-24T02:50:30.000Z
2119,andrealmeida.f,800,800,2023-03-24T02:50:55.000Z
2120,pedrocmnt,420,420,2023-03-24T02:52:11.000Z
2121,_iurif,2,2,2023-03-24T02:52:40.000Z
2122,lucas_cassiano1,494,494,2023-03-24T02:52:45.000Z
2123,lucas_cassiano1,494,494,2023-03-24T02:53:13.000Z
2124,asalvictor,457,457,2023-03-24T02:53:33.000Z
2125,pereira.brunooliveira,387,387,2023-03-24T02:53:37.000Z
2126,josydonatodinheiro,470,470,2023-03-24T02:54:15.000Z
2127,murilonakamatiu,732,732,2023-03-24T02:54:45.000Z
2128,sergiomirandas,480,480,2023-03-24T02:54:47.000Z
2129,lucianoribeiro__,558,558 @leandro.varos,2023-03-24T02:54:58.000Z
2130,vitorssobreira,534,534 pode fazer o pix!? 😅,2023-03-24T02:55:15.000Z
2131,rogeriosouzasila,540,540,2023-03-24T02:56:56.000Z
2132,diogohpsantos,520,520,2023-03-24T02:57:08.000Z
2133,wagner.rafaeli,560,560,2023-03-24T02:57:15.000Z
2134,diegodisse,275,275,2023-03-24T02:57:47.000Z
2135,djwillyz,613,"613 haha, dps passo meu pix",2023-03-24T02:57:49.000Z
2136,ronildo_17,622,622,2023-03-24T02:58:01.000Z
2137,wagnergcfilho,237,237,2023-03-24T02:58:10.000Z
2138,tazabreu_,387,387,2023-03-24T02:58:11.000Z
2139,lucadeorce,483,483,2023-03-24T02:58:24.000Z
2140,lucasroveda_,603,603,2023-03-24T02:58:27.000Z
2141,paulofilipealmeida_,692,692,2023-03-24T02:58:31.000Z
2142,estoriareal,540,540,2023-03-24T02:58:56.000Z
2143,davidffreire,525,525,2023-03-24T02:59:29.000Z
2144,ipantabr,538,538,2023-03-24T02:59:55.000Z
2145,efrancozi,385,385 vai na fé,2023-03-24T03:00:42.000Z
2146,gordonapraia,376,376,2023-03-24T03:01:17.000Z
2147,jackin_toma_toma,745,745,2023-03-24T03:02:16.000Z
2148,dellucax,276,276,2023-03-24T03:03:57.000Z
2149,ygo.capone,118,118,2023-03-24T03:04:16.000Z
2150,ferrarijr04,580,580,2023-03-24T03:04:20.000Z
2151,marcos_verasf,268,268,2023-03-24T03:04:47.000Z
2152,pattykurek,712,712,2023-03-24T03:04:47.000Z
2153,diegobs88,268,268,2023-03-24T03:05:34.000Z
2154,gabriielmendes,392,392 confetes,2023-03-24T03:05:49.000Z
2155,linsjoao,120,120,2023-03-24T03:05:59.000Z
2156,gabriel_machadob,546,546,2023-03-24T03:06:32.000Z
2157,lipebarao,397,397,2023-03-24T03:07:07.000Z
2158,hb_saldanha,369,369,2023-03-24T03:08:46.000Z
2159,ramon_ramiirees,250,250,2023-03-24T03:08:50.000Z
2160,_claudemir_junior,389,389,2023-03-24T03:10:55.000Z
2161,criptoeinstein,1234,1234 confetes,2023-03-24T03:11:48.000Z
2162,marquinhos.th,258,258 confirmar,2023-03-24T03:12:44.000Z
2163,nick_csmith,900,900,2023-03-24T03:13:51.000Z
2164,castr0daniel,585,585 confetes,2023-03-24T03:14:00.000Z
2165,reis.liandra,512,512,2023-03-24T03:14:01.000Z
2166,vinii.rms,248,248,2023-03-24T03:14:16.000Z
2167,brancofelipe,220,220,2023-03-24T03:14:27.000Z
2168,jobsonrafaell,231,231,2023-03-24T03:14:34.000Z
2169,edhendler,437,437 M&M'S,2023-03-24T03:15:10.000Z
2170,guifgr,495,495,2023-03-24T03:15:25.000Z
2171,felipeinstalima,353,353,2023-03-24T03:16:12.000Z
2172,mvss_est.vida,117,117,2023-03-24T03:16:33.000Z
2173,toombarbosa,178,178,2023-03-24T03:16:53.000Z
2174,igor_karina_aquino,672,672,2023-03-24T03:16:58.000Z
2175,brito_idelma,189,189,2023-03-24T03:18:46.000Z
2176,thalespassosofficial,312,312,2023-03-24T03:19:34.000Z
2177,juniorcustodio.imoveis,540,540,2023-03-24T03:19:50.000Z
2178,fazendadofrances,1350,1350,2023-03-24T03:19:53.000Z
2179,cae_pimentel,144,144,2023-03-24T03:20:21.000Z
2180,fabriciozonzini,360,360,2023-03-24T03:21:23.000Z
2181,giselegabrielfernandes,540,Tem 540,2023-03-24T03:22:16.000Z
2182,leonardoofagundees,372,372 🙌,2023-03-24T03:22:28.000Z
2183,deyvidavellar,402,402,2023-03-24T03:23:26.000Z
2184,ciencias_mortuarias,229,229,2023-03-24T03:24:07.000Z
2185,breno_jimmyy,520,520,2023-03-24T03:24:57.000Z
2186,jonata913,360,360 confetes aproximadamente.,2023-03-24T03:27:58.000Z
2187,_eduardo.freitas,433,433,2023-03-24T03:28:10.000Z
2188,thiagobarretoaraujo,216,216,2023-03-24T03:28:14.000Z
2189,leobertoldi,412,412,2023-03-24T03:28:16.000Z
2190,bonjovi96,553,553,2023-03-24T03:28:47.000Z
2191,_jhonathancruz,280,280,2023-03-24T03:28:53.000Z
2192,morais_delucas,275,275,2023-03-24T03:29:31.000Z
2193,guirodrigeus,850,850,2023-03-24T03:29:31.000Z
2194,micaelfviegas,622,622,2023-03-24T03:30:17.000Z
2195,bielbarreto22,389,389,2023-03-24T03:31:24.000Z
2196,pedroqneves,186,186,2023-03-24T03:31:28.000Z
2197,gabrielgouveia1980,282,282,2023-03-24T03:31:47.000Z
2198,gu.luisinho,390,390,2023-03-24T03:33:26.000Z
2199,jadsonnogueira_,800,800 CONFETES - MANDA O PIX 🫣,2023-03-24T03:35:00.000Z
2200,rbnsgmdsflh,1271,1271,2023-03-24T03:36:31.000Z
2201,jadsonnogueira_,810,810,2023-03-24T03:36:58.000Z
2202,jadsonnogueira_,805,805,2023-03-24T03:37:03.000Z
2203,filipefirmino96,354,354,2023-03-24T03:37:06.000Z
2204,jadsonnogueira_,815,815,2023-03-24T03:37:09.000Z
2205,jadsonnogueira_,820,820,2023-03-24T03:37:15.000Z
2206,jadsonnogueira_,825,825,2023-03-24T03:37:19.000Z
2207,jadsonnogueira_,830,830,2023-03-24T03:37:23.000Z
2208,jadsonnogueira_,835,835,2023-03-24T03:37:27.000Z
2209,jadsonnogueira_,840,840,2023-03-24T03:37:30.000Z
2210,jadsonnogueira_,845,845,2023-03-24T03:37:34.000Z
2211,adriano_gr,2136,2136,2023-03-24T03:37:37.000Z
2212,jadsonnogueira_,850,850,2023-03-24T03:37:39.000Z
2213,francesconidiego,247,247,2023-03-24T03:38:23.000Z
2214,leopetruski,243,243 confetes,2023-03-24T03:39:03.000Z
2215,julianog_dc,247,"247, já quero meu pix",2023-03-24T03:39:27.000Z
2216,carlosalbertoasfora,500,500,2023-03-24T03:39:39.000Z
2217,guilhermeragazini,831,831 🙌😂😂,2023-03-24T03:39:57.000Z
2218,kevin.ivanov_,472,472,2023-03-24T03:42:09.000Z
2219,evertonzucolotto,518,518,2023-03-24T03:42:38.000Z
2220,danieldematia,222,222,2023-03-24T03:46:07.000Z
2221,marcosjonh7,452,452 M&M . VAI NA MINHA QUE CALCULEI AS VARIANTES 😂😂,2023-03-24T03:46:10.000Z
2222,marcelomohr_,441,441,2023-03-24T03:46:25.000Z
2223,joarles._araujo,3802,3802,2023-03-24T03:47:46.000Z
2224,rodrigol_rocha,373,373,2023-03-24T03:48:23.000Z
2225,gere5197,270,270,2023-03-24T03:49:42.000Z
2226,gabriel_cnavarro,386,386,2023-03-24T03:50:23.000Z
2227,huwerson_iata,374,Tem 374 confetes. Pode pedir o pix.,2023-03-24T03:51:45.000Z
2228,juniorsvilela,540,540 🙌,2023-03-24T03:51:59.000Z
2229,rafael_mdantass,600,600,2023-03-24T03:52:06.000Z
2230,zaira_miona,1654,1654,2023-03-24T03:52:30.000Z
2231,codigo.da.vida,563,563,2023-03-24T03:53:26.000Z
2232,cbwillys,880,880,2023-03-24T03:54:17.000Z
2233,leobmachado_,538,538,2023-03-24T03:54:26.000Z
2234,gabal.s9,420,420,2023-03-24T03:54:32.000Z
2235,ulyssesprado,427,427,2023-03-24T03:54:36.000Z
2236,luizvfranco,365,365,2023-03-24T03:55:39.000Z
2237,tarcisioalbu,500,500,2023-03-24T03:57:10.000Z
2238,betofukuji,367,367,2023-03-24T03:57:36.000Z
2239,jose_filhoo88,636,636,2023-03-24T03:58:03.000Z
2240,estebanpjr,525,525,2023-03-24T03:58:37.000Z
2241,jonathan566284,718,718 unidades,2023-03-24T03:58:38.000Z
2242,matheus.mts02,367,367,2023-03-24T03:58:51.000Z
2243,acmonfrederico,333,333,2023-03-24T04:01:35.000Z
2244,joabekh,300,300 confetes,2023-03-24T04:01:43.000Z
2245,jefttepabllo,663,663,2023-03-24T04:04:26.000Z
2246,cadusv,471,471,2023-03-24T04:05:23.000Z
2247,peleperfeitinha,239,239,2023-03-24T04:05:35.000Z
2248,joniplemos,392,392,2023-03-24T04:06:50.000Z
2249,allandradexx,137,137 confetes,2023-03-24T04:07:36.000Z
2250,natan_giga,400,400,2023-03-24T04:08:29.000Z
2251,arthur.souza12,247,247,2023-03-24T04:10:54.000Z
2252,kilmer.alessandro,368,368,2023-03-24T04:11:42.000Z
2253,leonardogab11,322,322,2023-03-24T04:11:54.000Z
2254,joaovictorcepec,501,501,2023-03-24T04:13:16.000Z
2255,marthonymartins,800,800,2023-03-24T04:13:20.000Z
2256,artulenevieira,371,371 ✌🏼,2023-03-24T04:14:07.000Z
2257,andregfb,450,450,2023-03-24T04:14:53.000Z
2258,don.lopess,713,713,2023-03-24T04:16:20.000Z
2259,thiagotel,360,360,2023-03-24T04:17:26.000Z
2260,thayyammoraes,237,237,2023-03-24T04:17:49.000Z
2261,karen_redhousespider,563,563,2023-03-24T04:17:59.000Z
2262,manoelfernander,126,126 confetes,2023-03-24T04:18:25.000Z
2263,anderson.steil,327,327,2023-03-24T04:24:30.000Z
2264,ocaetanio,183,183,2023-03-24T04:24:43.000Z
2265,silvianightqueen,323,Uns 323,2023-03-24T04:25:53.000Z
2266,agripino02,237,237,2023-03-24T04:27:01.000Z
2267,mjnakamura_oficial,399,399,2023-03-24T04:27:33.000Z
2268,leositolino,368,368,2023-03-24T04:27:38.000Z
2269,jhnlenon,360,360,2023-03-24T04:28:54.000Z
2270,thayssamaira,480,480,2023-03-24T04:29:13.000Z
2271,tony.veloso.ofc,545,545,2023-03-24T04:29:42.000Z
2272,guilhermenavillibryan,542,542,2023-03-24T04:32:42.000Z
2273,mauriciocavalcantii,551,551,2023-03-24T04:33:21.000Z
2274,juanmotta,332,332,2023-03-24T04:33:26.000Z
2275,pedrosupportbrasil_,6,6 mil.,2023-03-24T04:37:13.000Z
2276,renatonegrelli,385,385,2023-03-24T04:37:42.000Z
2277,brunnocan,643,643,2023-03-24T04:37:54.000Z
2278,matheusd_,296,296,2023-03-24T04:43:24.000Z
2279,milenemauricio,444,444,2023-03-24T04:47:02.000Z
2280,matheuscosta.00,234,234,2023-03-24T04:49:46.000Z
2281,theu_baldu,272,272,2023-03-24T04:55:50.000Z
2282,achilespersonal,520,520,2023-03-24T04:57:15.000Z
2283,lourenns,445,445,2023-03-24T05:10:11.000Z
2284,luizgustavosdm,350,350,2023-03-24T05:14:03.000Z
2285,felipesilvacorreia,297,297,2023-03-24T05:16:49.000Z
2286,renato_yoshizane,499,499,2023-03-24T05:17:33.000Z
2287,pedro_tunes,353,353,2023-03-24T05:18:12.000Z
2288,marcosalves.corretor,200,200 confetes.,2023-03-24T05:19:16.000Z
2289,gabirgomes_,363,363,2023-03-24T05:20:09.000Z
2290,youngmagrelo,556,556 Féé 🔥🎯,2023-03-24T05:21:27.000Z
2291,gustavo.fbernardi,132,132,2023-03-24T05:21:40.000Z
2292,gabrielbrey,534,534,2023-03-24T05:29:49.000Z
2293,peurock,1022,1022,2023-03-24T05:32:42.000Z
2294,luan.naulxd,374,374,2023-03-24T05:36:04.000Z
2295,oiflecha,82,82,2023-03-24T05:36:12.000Z
2296,well_de_oliveira,232,232,2023-03-24T05:36:22.000Z
2297,_.vhvictor._,190,190,2023-03-24T05:37:28.000Z
2298,feelipefernandesz,540,"540, como o peso do boi. Kkk",2023-03-24T05:39:48.000Z
2299,deeh.rossini,545,545,2023-03-24T05:44:08.000Z
2300,giacomogrezzana,200,200,2023-03-24T05:45:12.000Z
2301,_guigsss,293,293,2023-03-24T05:49:34.000Z
2302,rafagrose,300,300,2023-03-24T05:49:39.000Z
2303,williamkoscianski,395,Tem 395,2023-03-24T05:53:27.000Z
2304,ackermannfabricio,379,379,2023-03-24T05:56:27.000Z
2305,fabiano_araujo0038,625,625,2023-03-24T05:59:04.000Z
2306,neomecha.ia,420,420,2023-03-24T06:00:05.000Z
2307,patriciaschmidtrodrigues,198,198,2023-03-24T06:01:12.000Z
2308,valdorobe,349,349,2023-03-24T06:01:19.000Z
2309,riscadoigor,377,377,2023-03-24T06:03:19.000Z
2310,jssnails_2021,314,314,2023-03-24T06:05:58.000Z
2311,sam_willysan,307,307,2023-03-24T06:09:16.000Z
2312,hbvasconcellos,457,457,2023-03-24T06:10:31.000Z
2313,carlosbispo_oficial,489,489,2023-03-24T06:10:47.000Z
2314,22_yukio,420,420,2023-03-24T06:15:11.000Z
2315,silas.souzaa,407,407,2023-03-24T06:22:16.000Z
2316,bogomolow,200,200,2023-03-24T06:26:17.000Z
2317,almeidaafbp,300,300 🔥,2023-03-24T06:28:53.000Z
2318,miguel_ambrosio_,360,360,2023-03-24T06:32:30.000Z
2319,21luizc,500,500,2023-03-24T06:33:00.000Z
2320,renanvdi,412,412,2023-03-24T06:34:15.000Z
2321,filipeantoniov,324,324,2023-03-24T06:39:42.000Z
2322,henriqueperonni,333,333,2023-03-24T06:51:22.000Z
2323,elias.issa,312,312,2023-03-24T06:53:27.000Z
2324,igorbrios,538,Tem exatos 538,2023-03-24T06:54:41.000Z
2325,bielgrandin,397,397,2023-03-24T06:56:56.000Z
2326,luizsucar,456,456,2023-03-24T06:57:12.000Z
